Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
PFI,Invesco DWA Financial Momentum ETF,31.84,31840000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfi
PTH,Invesco DWA Healthcare Momentum ETF,79.0699,260930670,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pth
PRN,Invesco DWA Industrials Momentum ETF,55.0584,99105120,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prn
DWLV,Invesco DWA Momentum & Low Volatility Rotation ETF,29.8114,25339719.81,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwlv
PDP,Invesco DWA Momentum ETF,51.7,1452770000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdp
DWAQ,Invesco DWA NASDAQ Momentum ETF,94.7953,37918120,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwaq
DWAS,Invesco DWA SmallCap Momentum ETF,48.14,334573000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwas
DWIN,Invesco DWA Tactical Multi-Asset Income ETF,24.0238,45645244.02,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwin
DWTR,Invesco DWA Tactical Sector Rotation ETF,26.369,61967176.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dwtr
PTF,Invesco DWA Technology Momentum ETF,53.91,118602000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ptf
PUI,Invesco DWA Utilities Momentum ETF,30.04,51068000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pui
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,27.3043,110582442.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/idlb
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,127.19,1926928500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/prfz
PAGG,Invesco Global Agriculture ETF,25.73,19297500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pagg
PSAU,Invesco Global Gold and Precious Metals ETF,15.94,23113000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psau
PIO,Invesco Global Water ETF,24.28,168746000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pio
PGJ,Invesco Golden Dragon China ETF,33.55,176137500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pgj
PEY,Invesco High Yield Equity Dividend Achievers ETF,17.12,735304000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pey
IPKW,Invesco International BuyBack Achievers ETF,31.33,245940500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipkw
PID,Invesco International Dividend Achievers ETF,15.04,732448000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pid
KBWB,Invesco KBW Bank ETF,51.86,842725000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwb
KBWD,Invesco KBW High Dividend Yield Financial ETF,21.92,300304000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwd
KBWY,Invesco KBW Premium Yield Equity REIT ETF,30.61,364259000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwy
KBWP,Invesco KBW Property & Casualty Insurance ETF,60.125,63131250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwp
KBWR,Invesco KBW Regional Banking ETF,52.18,127841000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kbwr
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,24.4082,12204100,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ldri
LALT,Invesco Multi-Strategy Alternative ETF,22.4,4480000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lalt
PNQI,Invesco Nasdaq Internet ETF,114.78,505032000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pnqi
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,15.96,2127531840,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pdbc
QQQ,"Invesco QQQ Trust, Series 1",162.89,63510811000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqq
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,30.79,150871030.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uslb
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,60.745,82005750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscd
PSCC,Invesco S&P SmallCap Consumer Staples ETF,78.72,106272000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscc
PSCE,Invesco S&P SmallCap Energy ETF,11.69,37992500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psce
PSCF,Invesco S&P SmallCap Financials ETF,54.5201,163560300,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscf
PSCH,Invesco S&P SmallCap Health Care ETF,123.09,1101655500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psch
PSCI,Invesco S&P SmallCap Industrials ETF,62.5374,112567320,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psci
PSCT,Invesco S&P SmallCap Information Technology ETF,74.14,363286000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psct
PSCM,Invesco S&P SmallCap Materials ETF,45.8957,22947850,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscm
PSCU,Invesco S&P SmallCap Utilities ETF,56.05,72865000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pscu
ISDX,Invesco Strategic Developed ex-US ETF,23.37,2337023.37,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isdx
ISDS,Invesco Strategic Developed ex-US Small Company ETF,23.05,2305023.05,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isds
ISEM,Invesco Strategic Emerging Markets ETF,25.3,2530025.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/isem
IUS,Invesco Strategic US ETF,23.4,2340023.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ius
IUSS,Invesco Strategic US Small Company ETF,22.1,2210022.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iuss
VRIG,Invesco Variable Rate Investment Grade ETF,24.9,448200024.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/vrig
PHO,Invesco Water Resources ETF,29.85,794010000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pho
ISTR,Investar Holding Corporation,25.34,242535272.3,n/a,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/istr
ISBC,"Investors Bancorp, Inc.",12.28,3580377811,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,196.13,370024741.9,n/a,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,1.92,17868009.6,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nviv
IONS,"Ionis Pharmaceuticals, Inc.",56.26,7739773153,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ions
IOVA,"Iovance Biotherapeutics, Inc.",9.32,1147940001,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/iova
IPAS,iPass Inc.,2.05,16313875.4,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/ipas
IPGP,IPG Photonics Corporation,141.13,7536366133,n/a,2006,Technology,Semiconductors,https://www.nasdaq.com/symbol/ipgp
IPIC,iPic Entertainment Inc.,3.8481,44009676.86,n/a,2018,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/ipic
CLRG,IQ Chaikin U.S. Large Cap ETF,23.89,424047523.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/clrg
CSML,IQ Chaikin U.S. Small Cap ETF,25.18,438132025.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/csml
IQ,"iQIYI, Inc.",20.13,4554022884,226230645,2018,Consumer Services,Consumer Electronics/Video Chains,https://www.nasdaq.com/symbol/iq
IRMD,iRadimed Corporation,28.41,303422550.1,n/a,2014,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",70.01,1692975169,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,4.7,63892458,n/a,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,23.17,2579720784,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdm
IRDMB,Iridium Communications Inc,678,339000000,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/irdmb
IRBT,iRobot Corporation,93.01,2575144524,n/a,2005,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",13.35,2056690747,n/a,2010,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,20.75,69183861.5,3334162,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/ircp
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,49.38,1392516000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slqd
ISHG,iShares 1-3 Year International Treasury Bond ETF,80.16,76152000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ishg
SHY,iShares 1-3 Year Treasury Bond ETF,83.16,16756740000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shy
TLT,iShares 20+ Year Treasury Bond ETF,114.88,6996192000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tlt
IEI,iShares 3-7 Year Treasury Bond ETF,119.36,7794208000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iei
IEF,iShares 7-10 Year Treasury Bond ETF,101.23,9353652000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ief
AIA,iShares Asia 50 ETF,57.24,930150000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aia
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,52.43,2225653500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/usig
COMT,iShares Commodities Select Strategy ETF,34.97,608478000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/comt
ISTB,iShares Core 1-5 Year USD Bond ETF,48.81,2240379000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/istb
IXUS,iShares Core MSCI Total International Stock ETF,55.65,12248565000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ixus
IUSG,iShares Core S&P U.S. Growth ETF,55.75,5201475000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusg
IUSV,iShares Core S&P U.S. Value ETF,53.44,4732112000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusv
IUSB,iShares Core Total USD Bond Market ETF,48.6,2425140000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/iusb
HEWG,iShares Currency Hedged MSCI Germany ETF,25.55,270830000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hewg
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,24.4,48800000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susb
ESGD,iShares ESG MSCI EAFE ETF,61.04,451696000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgd
ESGE,iShares ESG MSCI EM ETF,31.63,370071000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esge
ESGU,iShares ESG MSCI USA ETF,58.78,108743000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgu
SUSC,iShares ESG USD Corporate Bond ETF,23.65,18920000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/susc
XT,iShares Exponential Technologies ETF,35.43,2283463500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/xt
FALN,iShares Fallen Angels USD Bond ETF,25.15,65390000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,36.84,34998000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,28.07,465962000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ifgl
BGRN,iShares Global Green Bond ETF,50,25000000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bgrn
IGF,iShares Global Infrastructure ETF,40.92,2610696000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,47.7155,102588325,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,49.19,9838000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/hyxe
IGIB,iShares Intermediate-Term Corporate Bond ETF,52.11,5528871000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igib
IGOV,iShares International Treasury Bond ETF,47.54,822442000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igov
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,103.08,14709516000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emb
MBB,iShares MBS ETF,102.71,11565146000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbb
JKI,iShares Morningstar Mid-Cap ETF,154.76,441066000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,44.22,3298812000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,68.44,9280464000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,65.82,3751740000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,13.65,58012500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,56.06,3711172000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mchi
SCZ,iShares MSCI EAFE Small-Cap ETF,55.74,8929548000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/scz
EEMA,iShares MSCI Emerging Markets Asia ETF,63.35,418110000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eema
EMXC,iShares MSCI Emerging Markets ex China ETF,46.53,9306000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emxc
EUFN,iShares MSCI Europe Financials Sector Index Fund,18.67,991377000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,48.59,194360000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ieus
RING,iShares MSCI Global Gold Miners ETF,14.9,176565000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ring
SDG,iShares MSCI Global Impact ETF,55.47,38829000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sdg
ENZL,iShares MSCI New Zealand ETF,46.89,145359000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar ETF,18.93,54897000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qat
TUR,iShares MSCI Turkey ETF,25.75,543325000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tur
UAE,iShares MSCI UAE ETF,14.85,35640000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/uae
IBB,iShares Nasdaq Biotechnology Index Fund,104.97,8145672000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,163.1,1280335000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/soxx
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,26.98,10792000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/amca
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,27.535,31665250,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,8.7,160950000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,63.68,313305600,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,34.07,752947000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/indy
IJT,iShares S&P Small-Cap 600 Growth ETF,179.27,6005545000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ijt
DVY,iShares Select Dividend ETF,95.96,16701838000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/dvy
SHV,iShares Short Treasury Bond ETF,110.43,16973091000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/shv
IGSB,iShares Short-Term Corporate Bond ETF,51.55,10160505000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/igsb
PFF,iShares U.S. Preferred Stock ETF,35.36,14718600000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pff
ISRL,"Isramco, Inc.",123.7,336173057.6,n/a,1983,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/isrl
ITI,"Iteris, Inc.",4.26,141628756.6,n/a,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/iti
ITRM,Iterum Therapeutics plc,6.44,91186684.12,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/itrm
ITRI,"Itron, Inc.",52.39,2065021791,n/a,1993,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,34,712935324,n/a,2005,Consumer Non-Durables,Electronic Components,https://www.nasdaq.com/symbol/itrn
IVENC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,100.02,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ivfvc
IZEA,"IZEA Worldwide, Inc.",1.43,17264434.33,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,152.79,2865423660,n/a,1986,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",39.4,79421732,n/a,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",107.98,11788859574,n/a,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",72.62,3579319541,n/a,1999,Technology,Telecommunications Equipment,https://www.nasdaq.com/symbol/jcom
JKHY,"Jack Henry & Associates, Inc.",137.11,10598372381,n/a,1985,Technology,EDP Services,https://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,85.3,2195842671,n/a,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/jack
JAGX,"Jaguar Health, Inc.",0.435,28233388.34,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",2.31,67382499.03,n/a,1996,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jakk
JRVR,"James River Group Holdings, Ltd.",37.07,1110371463,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/jrvr
JSML,Janus Henderson Small Cap Growth Alpha ETF,39.25,7928500,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,40.4501,14238435.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/jsmd
JASN,"Jason Industries, Inc.",1.97,53968106.66,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasn
JASNW,"Jason Industries, Inc.",0.01,0,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,150.96,9106147226,n/a,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",20.46,18877211188,922639843,2014,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.63,22124240.26,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.05,0,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,12.25,0,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.0734,0,n/a,2016,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/jsynw
JRSH,"Jerash Holdings (US), Inc.",7.9363,89878597.5,n/a,2018,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/jrsh
JBLU,JetBlue Airways Corporation,18.5,5638545311,n/a,2002,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,5.03,77659729.3,n/a,2011,Finance,Business Services,https://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,7.33,30925182.04,n/a,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/jctcf
JMU,JMU Limited,0.995,2401565.83,2413634,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/jmu
JBSS,"John B. Sanfilippo & Son, Inc.",60.01,680813510,n/a,1991,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,71.4,718762451.4,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/jout
JNCE,"Jounce Therapeutics, Inc.",4.35,142247153.3,n/a,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/jnce
KALU,Kaiser Aluminum Corporation,94.92,1566346869,n/a,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu
KALA,"Kala Pharmaceuticals, Inc.",6.22,210208980.3,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala
KALV,"KalVista Pharmaceuticals, Inc.",23.4,402004675.8,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,5.25,211404516.8,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",4.43,228065011.9,n/a,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,10.73,651395509.5,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti
KZIA,Kazia Therapeutics Limited,2.6544,4475307.782,1685996,n/a,Capital Goods,Miscellaneous,https://www.nasdaq.com/symbol/kzia
KBLM,KBL Merger Corp. IV,10.12,42136168.36,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.25,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.56,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.15,0,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw
KBSF,KBS Fashion Group Limited,3.8996,8605407.204,n/a,2013,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf
KCAP,"KCAP Financial, Inc.",3.04,113595537.1,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/kcap
KCAPL,"KCAP Financial, Inc.",24.99,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kcapl
KRNY,Kearny Financial,13.1,1305100600,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",22,855072548,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",22.43,870386191.1,n/a,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",2.44,64551058.88,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,7.99,67471674.85,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb
KERX,"Keryx Biopharmaceuticals, Inc.",2.79,335848833.5,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,27.99,76725600.21,n/a,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ
KTCC,Key Tronic Corporation,6.85,73703808,n/a,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc
KZR,"Kezar Life Sciences, Inc.",24.23,462992194.8,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr
KFRC,"Kforce, Inc.",30.45,793686284,n/a,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",17.25,460482695.3,n/a,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",15.55,574111955.7,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",13.16,446297290.9,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,0.935,61816124.37,n/a,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",16.28,174902112.4,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins
KNSA,"Kiniksa Pharmaceuticals, Ltd.",21.62,1069209792,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/knsa
KNSL,"Kinsale Capital Group, Inc.",60.4,1282155858,n/a,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/knsl
KIRK,"Kirkland&#39;s, Inc.",9.04,140174484.1,n/a,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/kirk
KTOV,Kitov Pharma Ltd.,1.17,12696914.88,10852064,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharma Ltd.,0.28,0,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,95.83,14669206957,n/a,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac
